,selected_image_indices,value,selected_image_names,selected_images
227,5395,0.042384196,COVID-40.png,"[[251 230 159 ...   1   0   2]
 [254 233 161 ...   1   0   0]
 [255 235 162 ...   1   2   4]
 ...
 [253 238 200 ... 199 196 195]
 [252 248 228 ... 229 228 227]
 [255 255 249 ... 254 254 254]]"
228,8636,0.042333037,Lung_Opacity-5966.png,"[[ 1  2  2 ...  4  4  3]
 [ 2  2  2 ...  4  4  4]
 [ 2  2  2 ...  4  3  3]
 ...
 [ 2  2  2 ... 28 28 21]
 [ 1  2  1 ... 22 26 22]
 [ 2  2  1 ... 15 15 18]]"
229,5479,0.042314395,COVID-1521.png,"[[ 69  67  68 ... 172 182 178]
 [ 71  69  70 ... 166 174 172]
 [ 72  71  70 ... 161 168 174]
 ...
 [197 198 202 ... 204 201 199]
 [197 201 202 ... 204 199 200]
 [206 199 200 ... 201 199 203]]"
230,5769,0.042276442,COVID-1329.png,"[[ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 ...
 [ 0  0  0 ... 63 55 51]
 [ 0  0  0 ... 60 52 48]
 [ 0  0  0 ... 58 50 47]]"
231,1667,0.042252053,Normal-67.png,"[[76 73 67 ... 33 31 26]
 [77 78 76 ... 33 30 24]
 [84 83 81 ... 32 28 22]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
232,4117,0.042192236,COVID-2539.png,"[[30  5  0 ...  0  5 30]
 [30  5  0 ...  0  5 30]
 [30  5  0 ...  0  5 30]
 ...
 [30  5  0 ...  0  5 30]
 [30  5  0 ...  0  5 30]
 [30  5  0 ...  0  5 30]]"
233,6012,0.042167094,Lung_Opacity-2493.png,"[[ 0  0  0 ...  0  0  2]
 [ 0  0  0 ...  0  0  2]
 [ 0  0  0 ...  0  0  2]
 ...
 [ 0  0  0 ...  0  0  1]
 [ 1  0  0 ...  1  2  4]
 [ 1  0  0 ...  1  5 11]]"
234,1612,0.042138003,Normal-714.png,"[[ 0  0  0 ... 64 58 52]
 [ 0  0  0 ... 62 57 51]
 [ 0  0  0 ... 63 57 51]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
235,8011,0.04210743,Lung_Opacity-1242.png,"[[  5   7   9 ... 189 188 184]
 [  5   8   8 ... 202 204 200]
 [  6   8   8 ... 193 197 194]
 ...
 [ 18  28  26 ...   6   7   8]
 [ 17  25  23 ...   7   7   7]
 [ 12  18  17 ...   4   5   5]]"
236,3895,0.04200175,COVID-2217.png,"[[233 214 114 ...   0   7  43]
 [210 124  83 ...   0   7  43]
 [137  82  82 ...   0   7  43]
 ...
 [ 48  76 109 ...   0   7  42]
 [ 47  72 110 ...   0   7  42]
 [ 45  67 111 ...   0   7  43]]"
237,1350,0.041995846,Normal-8768.png,"[[242 238 232 ... 226 226 212]
 [233 230 225 ... 217 217 205]
 [226 212 193 ... 205 206 196]
 ...
 [ 18  17  17 ...  18  17  12]
 [ 18  17  17 ...  18  17  12]
 [ 18  17  17 ...  18  17  12]]"
238,4244,0.041961487,COVID-20.png,"[[129 128 127 ...  90  88  98]
 [130 128 129 ...  92  90  98]
 [130 128 128 ...  94  93  98]
 ...
 [162 167 174 ...  30  35  59]
 [162 168 175 ...  30  35  59]
 [163 168 175 ...  30  35  59]]"
239,2621,0.04194378,Normal-8389.png,"[[  1   1   1 ...   1   1   1]
 [  1   1   1 ...   1   1   1]
 [  1   1   1 ...   1   1   1]
 ...
 [  1   1   1 ... 202 200 180]
 [  1   1   1 ... 193 192 173]
 [  1   1   1 ... 141 141 127]]"
240,5112,0.041921094,COVID-659.png,"[[ 35  38  40 ...  33  32  32]
 [ 40  42  42 ...  33  34  32]
 [ 44  45  44 ...  34  35  32]
 ...
 [229 219 217 ... 214 213 211]
 [240 219 224 ... 213 213 212]
 [239 205 222 ... 212 213 212]]"
241,8141,0.04181796,Lung_Opacity-5765.png,"[[ 0  0  0 ...  0  0  0]
 [ 5  5  5 ...  2  2  1]
 [11 11 11 ...  6  7  4]
 ...
 [36 29 31 ... 37 39 25]
 [36 31 29 ... 34 37 26]
 [36 33 27 ... 31 35 24]]"
242,6544,0.041786414,Lung_Opacity-3820.png,"[[ 43  10   3 ...   8   8  10]
 [ 12   7   6 ...  10  10  10]
 [  4   6   7 ...  10  10   9]
 ...
 [ 52  53  66 ...  57  99 128]
 [ 47  52  65 ...  49  97 124]
 [ 38  42  51 ...  33  75  93]]"
243,3628,0.041784525,COVID-1539.png,"[[ 87  86  84 ...  35  63  92]
 [ 86  87  89 ...  52  85  90]
 [ 89  96  99 ...  81  94  89]
 ...
 [124 140 158 ... 146 161 150]
 [128 141 157 ... 149 162 153]
 [129 137 147 ... 148 150 136]]"
244,5947,0.041694343,COVID-455.png,"[[ 49  49  56 ...  68  67  67]
 [ 40  13   8 ...  11  11  11]
 [ 38   6   0 ...   0   0   0]
 ...
 [208 204 204 ... 170 166 163]
 [209 204 205 ... 170 166 162]
 [214 210 212 ... 181 177 173]]"
245,4726,0.041692074,COVID-283.png,"[[254 247 224 ...  92  29  16]
 [249 220 169 ...  59  11   9]
 [251 210 140 ...  41   6  10]
 ...
 [255 252 244 ... 230 238 240]
 [254 255 255 ... 255 255 255]
 [253 253 254 ... 255 255 255]]"
246,592,0.041686296,Normal-935.png,"[[48 56 60 ... 40 35 32]
 [48 55 58 ... 36 34 31]
 [46 53 57 ... 34 34 30]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
247,7944,0.041668646,Lung_Opacity-873.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
248,8282,0.041652404,Lung_Opacity-2578.png,"[[ 8 14 15 ...  0  0  0]
 [ 9 15 16 ...  0  0  0]
 [ 8 14 15 ...  0  0  0]
 ...
 [30 48 42 ...  0  0  0]
 [28 42 37 ...  0  0  0]
 [17 24 22 ...  0  0  0]]"
249,5683,0.041588563,COVID-1797.png,"[[ 34   6   0 ...   0   6  34]
 [ 34   6   0 ...   0   6  34]
 [ 34   6   0 ...   0   6  34]
 ...
 [238 225 221 ...   0   6  34]
 [241 224 221 ...   0   6  34]
 [248 226 220 ...   0   6  34]]"
250,3897,0.041582886,COVID-4.png,"[[ 15  15  16 ...  57 109 128]
 [ 15  12  13 ...  50  60  75]
 [ 14  13  13 ...  33  31  31]
 ...
 [ 92  89  87 ...  43  42  38]
 [ 92  90  88 ...  68  60  43]
 [ 90  90  88 ... 111 103  84]]"
251,343,0.04154684,Normal-3780.png,"[[  0   0   0 ...  13  22  32]
 [  0   0   0 ...   2   6  13]
 [  0   0   0 ...   0   1   3]
 ...
 [107 109 110 ...  13  32  54]
 [109 111 112 ...  13  33  54]
 [112 113 114 ...  15  33  54]]"
252,4293,0.041538022,COVID-1117.png,"[[ 0  0  0 ... 12 11 10]
 [ 0  0  0 ... 12 11 10]
 [ 0  0  0 ... 12 11 10]
 ...
 [ 0  0  0 ...  1  1  2]
 [ 0  0  0 ...  1  1  2]
 [ 0  0  0 ...  1  1  2]]"
253,5451,0.041501332,COVID-1324.png,"[[ 73  76  71 ...  82  81  84]
 [ 66  69  68 ...  85  84  83]
 [ 63  70  72 ...  80  78  77]
 ...
 [161 159 163 ... 223 202 195]
 [168 164 167 ... 226 206 201]
 [161 167 168 ... 225 206 202]]"
254,3009,0.04146953,COVID-2121.png,"[[250 249 249 ... 168 168 169]
 [248 248 248 ... 161 160 162]
 [249 250 250 ... 153 153 155]
 ...
 [223 161 149 ... 236 236 236]
 [225 159 149 ... 238 238 239]
 [227 156 142 ... 249 250 250]]"
255,2129,0.041428536,Normal-7224.png,"[[ 31  29  29 ... 186 196 220]
 [ 29  27  27 ... 122 124 131]
 [ 28  28  27 ...  75  75  72]
 ...
 [ 25  24  24 ...  22  22  23]
 [ 24  24  25 ...  21  22  22]
 [ 24  24  25 ...  21  22  21]]"
256,5250,0.041400496,COVID-1624.png,"[[198 200 201 ... 165 157 151]
 [209 207 207 ... 163 155 146]
 [210 208 207 ... 156 146 141]
 ...
 [200 204 202 ... 205 200 196]
 [196 200 202 ... 204 200 197]
 [198 200 198 ... 204 200 195]]"
257,7946,0.04137171,Lung_Opacity-4240.png,"[[ 2  2  2 ...  3  1  1]
 [11 12 11 ... 34  0  3]
 [14 15 14 ... 44  0  3]
 ...
 [41 37 32 ... 11 13 11]
 [39 36 31 ... 12 13 12]
 [33 31 27 ... 10 12 10]]"
258,3545,0.04134032,COVID-970.png,"[[ 94 101 105 ... 186 159 113]
 [ 24  32  36 ... 151 139  67]
 [ 13  20  24 ... 109 139 108]
 ...
 [209 146 127 ... 139 133 135]
 [206 148 128 ... 141 133 135]
 [202 149 131 ... 150 138 134]]"
259,5044,0.041293155,COVID-703.png,"[[249 253 255 ... 254 255 255]
 [246 250 252 ... 254 255 255]
 [241 245 247 ... 255 255 254]
 ...
 [245 249 252 ... 251 252 247]
 [248 251 252 ... 251 253 250]
 [249 253 251 ... 252 255 253]]"
260,2896,0.041240178,Normal-7977.png,"[[ 99 116 120 ...  19  19  17]
 [105 123 128 ...  18  19  17]
 [ 97 115 119 ...  15  16  14]
 ...
 [162 181 183 ...   9  13  23]
 [151 169 171 ...   8  12  23]
 [ 94 102 104 ...   5   9  15]]"
261,4780,0.041212585,COVID-3419.png,"[[  3  22  59 ...   0   4  27]
 [  3  20  54 ...  80 119  92]
 [  4  16  48 ... 217 217 149]
 ...
 [ 14  16  17 ... 234 234 234]
 [ 10  12  13 ... 223 224 224]
 [  5   6   7 ... 155 155 155]]"
262,4459,0.041183867,COVID-22.png,"[[3 5 5 ... 5 5 4]
 [4 6 6 ... 5 5 4]
 [4 6 6 ... 5 5 4]
 ...
 [5 7 8 ... 4 4 4]
 [5 8 7 ... 4 4 4]
 [3 5 5 ... 3 2 2]]"
263,1160,0.041162744,Normal-6196.png,"[[248 246 243 ... 221 220 203]
 [241 238 235 ... 217 217 199]
 [231 228 224 ... 210 209 193]
 ...
 [220 214 210 ... 200 201 185]
 [222 217 212 ... 201 202 188]
 [224 219 213 ... 202 203 189]]"
264,318,0.041128326,Normal-661.png,"[[  7  10  13 ...  63  81 112]
 [  9   9  11 ...  64  82 116]
 [  7   9  12 ...  65  81 114]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]"
265,6329,0.041118316,Lung_Opacity-1135.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [6 9 9 ... 3 3 4]
 [6 8 7 ... 3 3 4]
 [4 6 5 ... 2 2 2]]"
266,5501,0.041086998,COVID-2327.png,"[[105  79  66 ...  26  35  61]
 [105  78  65 ...  31  41  63]
 [105  78  65 ...  37  43  63]
 ...
 [226 222 221 ... 210 215 221]
 [230 226 224 ... 214 217 222]
 [231 229 228 ... 217 219 223]]"
267,7914,0.041075073,Lung_Opacity-2808.png,"[[  4   6   7 ...   9   9   9]
 [  6  10  11 ...  10  10  10]
 [  8  12  13 ...  10  10  10]
 ...
 [115 208 223 ... 116 115 113]
 [110 198 214 ... 113 112 110]
 [ 75 133 143 ...  77  76  74]]"
268,2053,0.041039355,Normal-8040.png,"[[53 31 14 ...  6  6  4]
 [61 39 22 ...  6  6  4]
 [71 48 30 ...  6  6  4]
 ...
 [ 9  9  9 ...  7 10 10]
 [16 16 16 ... 10 14 16]
 [27 29 29 ... 15 20 23]]"
269,788,0.040955264,Normal-2746.png,"[[  4   9   9 ...   6   5   7]
 [  7  18  18 ...  12  11  12]
 [  5  19  18 ...  12  13  14]
 ...
 [ 20  86 106 ...  10  14  15]
 [ 21  92 116 ...  12  16  17]
 [ 23 102 128 ...  15  21  22]]"
270,534,0.040945735,Normal-9167.png,"[[1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]]"
271,8640,0.040911395,Lung_Opacity-5067.png,"[[  1   3   2 ...  34   0   0]
 [  2   3   3 ...  36   0   0]
 [  2   3   3 ...  34   0   0]
 ...
 [ 94 171 188 ...  32   0   0]
 [ 91 165 181 ...  30   0   0]
 [ 63 113 122 ...  20   0   0]]"
272,6776,0.040897008,Lung_Opacity-4087.png,"[[24 14  9 ... 96 98 93]
 [ 8  6  5 ... 75 79 77]
 [ 4  4  3 ... 27 32 32]
 ...
 [23 23 27 ...  3  3  2]
 [28 30 35 ...  3  3  2]
 [34 38 44 ...  3  3  2]]"
273,6111,0.040830117,Lung_Opacity-1799.png,"[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 ...
 [177 177 177 ... 101  99 100]
 [170 168 168 ...  95  95  96]
 [113 111 111 ...  63  63  62]]"
274,5035,0.040824056,COVID-338.png,"[[  0   0   0 ...   0  25 154]
 [  0   0   0 ...   0  25 152]
 [  0   0   0 ...   0  24 150]
 ...
 [ 18  15  13 ... 133 132 124]
 [ 17  15  12 ... 132 133 128]
 [ 16  14  11 ... 132 134 145]]"
275,5588,0.0407655,COVID-2784.png,"[[ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 ...
 [ 0  0  0 ... 16 15  6]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
276,599,0.040759604,Normal-461.png,"[[120 122 123 ... 121 120 118]
 [120 120 123 ... 120 120 121]
 [121 122 124 ... 122 122 124]
 ...
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]]"
277,4404,0.040754613,COVID-345.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
278,3285,0.040715363,COVID-1488.png,"[[ 26  26  27 ... 112 156 160]
 [ 49  50  53 ... 110 154 164]
 [ 64  64  68 ... 136 166 161]
 ...
 [212 208 207 ... 231 222 218]
 [213 215 215 ... 226 221 220]
 [214 215 213 ... 227 227 231]]"
279,1506,0.040701322,Normal-8056.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
280,7070,0.040603235,Lung_Opacity-2433.png,"[[ 16  18  18 ...  16  17  14]
 [ 19  22  21 ...  19  19  16]
 [ 19  22  22 ...  19  19  17]
 ...
 [136 136 114 ...  45  57  59]
 [136 118 104 ...  40  53  57]
 [107 112 107 ...  32  45  49]]"
281,2810,0.040580336,Normal-77.png,"[[ 1  0  0 ... 32 32 33]
 [ 3  4  7 ... 43 45 47]
 [13 15 20 ... 53 53 55]
 ...
 [ 0  0  0 ...  1  2  3]
 [ 0  0  0 ...  0  1  2]
 [ 0  0  0 ...  0  0  1]]"
282,5726,0.04054464,COVID-1674.png,"[[135 142 145 ...  83  85  86]
 [140 140 149 ...  81  80  79]
 [128 123 135 ...  79  76  78]
 ...
 [160 162 157 ... 177 181 177]
 [156 162 160 ... 180 184 182]
 [157 150 152 ... 180 186 185]]"
283,562,0.04052238,Normal-3987.png,"[[225 220 214 ... 202 203 189]
 [213 208 201 ... 197 198 187]
 [199 194 187 ... 187 189 178]
 ...
 [114 106 102 ...   0   0   0]
 [113 105 101 ...   0   0   0]
 [114 107 103 ...   0   0   0]]"
284,6382,0.040506527,Lung_Opacity-5565.png,"[[  1   1   1 ...   3   6   8]
 [  1   1   1 ...  52  56  51]
 [  1   1   1 ...  69  70  64]
 ...
 [  0  88 156 ... 239 245 222]
 [  0  86 152 ... 237 238 213]
 [  0  64 111 ... 177 175 156]]"
285,763,0.04046781,Normal-414.png,"[[44 55 61 ...  0  0  0]
 [41 55 63 ...  0  0  0]
 [40 54 63 ...  0  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
286,8547,0.040457297,Lung_Opacity-4053.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
287,4917,0.040442344,COVID-2166.png,"[[  9   9   8 ...   5   5   5]
 [  8   9   8 ...   5   4   5]
 [  8   9   9 ...   5   5   5]
 ...
 [193 187 181 ... 112 106 101]
 [193 187 181 ... 112 104 100]
 [195 185 178 ... 111 104  98]]"
288,4243,0.040411856,COVID-434.png,"[[18 41 47 ...  3  3  3]
 [12 26 27 ...  2  2  2]
 [ 9 17 18 ...  1  1  1]
 ...
 [18 50 65 ... 15 15 16]
 [20 60 79 ... 17 17 18]
 [25 74 99 ... 22 21 22]]"
289,2146,0.040381406,Normal-8052.png,"[[ 43  38  37 ...  44  62 113]
 [ 37  35  36 ...  36  40  50]
 [ 35  36  35 ...  34  34  33]
 ...
 [ 31  31  31 ...  39  44  49]
 [ 33  33  33 ...  38  44  49]
 [ 37  36  37 ...  39  43  48]]"
290,5200,0.040362697,COVID-3019.png,"[[55 57 59 ... 33 32 34]
 [52 57 55 ... 43 42 43]
 [54 59 56 ... 53 53 52]
 ...
 [45 46 34 ... 48 49 48]
 [45 48 38 ... 58 59 56]
 [47 49 42 ... 67 68 65]]"
291,1790,0.04032764,Normal-8588.png,"[[216 213 209 ...   1   1   0]
 [212 208 204 ...   1   1   0]
 [207 204 199 ...   0   1   1]
 ...
 [235 229 220 ...  16  15  10]
 [239 233 223 ...  18  17  11]
 [242 238 227 ...  20  19  13]]"
292,2085,0.04030296,Normal-4427.png,"[[ 7  7  7 ... 11 20 34]
 [ 7  7  7 ... 11 20 34]
 [ 7  7  7 ... 11 20 34]
 ...
 [ 0  0  0 ... 11 20 28]
 [ 0  0  0 ... 15 26 35]
 [ 2  0  0 ... 21 33 44]]"
293,6293,0.040287856,Lung_Opacity-3578.png,"[[ 1  1  1 ... 55 54 46]
 [ 1  1  1 ... 41 40 36]
 [ 1  1  1 ... 32 33 30]
 ...
 [43 44 37 ... 29 32 29]
 [40 41 37 ... 32 32 28]
 [33 35 31 ... 29 27 23]]"
294,4680,0.04027291,COVID-3372.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
295,8079,0.040245235,Lung_Opacity-755.png,"[[ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 ...
 [79 92 98 ...  0  0  0]
 [78 90 94 ...  0  0  0]
 [58 65 68 ...  0  0  0]]"
296,7684,0.04019543,Lung_Opacity-4750.png,"[[175 184 186 ...  12  12  13]
 [187 210 216 ...  13  13  12]
 [191 216 222 ...  13  13  12]
 ...
 [ 32  48  57 ...  30  30  30]
 [ 34  48  57 ...  33  34  31]
 [ 32  43  52 ...  33  30  23]]"
297,67,0.04018431,Normal-856.png,"[[ 0  0  0 ... 12  6  2]
 [ 0  0  0 ... 11  5  1]
 [ 0  0  0 ... 10  4  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
298,5441,0.040134043,COVID-1843.png,"[[140 145 153 ...  72  83 140]
 [119 124 132 ...  80  93 149]
 [108 110 114 ...  89 103 160]
 ...
 [ 42  42  41 ...  14  20  20]
 [ 41  41  41 ...  15  26  31]
 [ 41  41  41 ...  16  31  38]]"
299,5273,0.040102974,COVID-1762.png,"[[109 114 118 ... 125 125 122]
 [108 116 122 ... 127 127 124]
 [106 117 126 ... 131 128 128]
 ...
 [189 196 195 ... 177 178 180]
 [193 192 199 ... 179 180 179]
 [207 196 200 ... 185 181 180]]"
300,7008,0.04008675,Lung_Opacity-3261.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
301,8311,0.040045727,Lung_Opacity-2887.png,"[[ 0  0  0 ... 13 14 13]
 [ 0  0  0 ... 16 17 16]
 [ 0  0  0 ... 19 18 17]
 ...
 [ 0  0  0 ... 91 87 69]
 [ 0  0  0 ... 89 84 70]
 [ 0  0  0 ... 74 68 53]]"
302,3429,0.04002063,COVID-2972.png,"[[179 187 174 ... 143 182 181]
 [166 171 170 ... 114 130 157]
 [153 166 170 ... 112 110 113]
 ...
 [ 59  67  67 ...  67  68  61]
 [ 59  67  67 ...  98 100  91]
 [ 60  68  68 ... 128 129 117]]"
303,5139,0.039999507,COVID-1459.png,"[[168 171 175 ...  73  51  45]
 [173 177 179 ...  75  52  45]
 [171 176 171 ...  78  54  47]
 ...
 [108 118 121 ... 220 208 212]
 [108 116 119 ... 213 214 221]
 [103 110 117 ... 201 220 228]]"
304,5055,0.03999912,COVID-2096.png,"[[222 250 255 ... 255 249 221]
 [227 227 186 ... 253 250 221]
 [183 158 128 ... 225 235 224]
 ...
 [138 167 182 ...  15  39  82]
 [139 169 183 ...  16  42  88]
 [140 171 183 ...  15  49 124]]"
305,6073,0.03998327,Lung_Opacity-2226.png,"[[2 3 4 ... 4 4 4]
 [2 4 4 ... 4 4 4]
 [2 4 4 ... 4 4 4]
 ...
 [2 4 4 ... 5 5 5]
 [3 5 5 ... 6 6 5]
 [2 3 4 ... 4 4 4]]"
306,7497,0.0399503,Lung_Opacity-913.png,"[[184 166 152 ... 226 225 210]
 [125  99  81 ... 214 215 200]
 [ 69  47  33 ... 205 205 190]
 ...
 [115 121 127 ... 216 231 225]
 [121 129 136 ... 218 232 225]
 [127 137 143 ... 220 234 226]]"
307,3524,0.039930392,COVID-1057.png,"[[32 33 36 ... 73 70 69]
 [32 33 35 ... 73 70 68]
 [31 32 35 ... 73 70 68]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
308,5184,0.03989912,COVID-414.png,"[[ 73  75  77 ...  75  77  77]
 [ 73  75  76 ...  74  74  74]
 [ 77  78  79 ...  71  70  68]
 ...
 [188 188 188 ... 134 132 131]
 [188 188 188 ... 134 132 131]
 [188 188 188 ... 135 133 131]]"
309,7007,0.03989551,Lung_Opacity-3644.png,"[[131  96  64 ...  83  83  84]
 [128  93  62 ...  36  37  37]
 [126  92  61 ...  18  18  18]
 ...
 [ 13  15  15 ...  15  24  40]
 [ 14  14  15 ...  14  24  41]
 [ 16  16  17 ...  15  25  42]]"
310,2736,0.03987431,Normal-7253.png,"[[236 234 232 ... 235 233 219]
 [232 230 230 ... 232 232 217]
 [229 227 226 ... 228 227 213]
 ...
 [232 234 237 ... 241 239 223]
 [233 234 237 ... 241 239 223]
 [234 236 237 ... 240 238 222]]"
311,8629,0.039858706,Lung_Opacity-2435.png,"[[ 8 14 15 ...  9 11 14]
 [ 9 16 17 ... 11 13 18]
 [ 8 15 16 ... 12 16 19]
 ...
 [13 22 23 ... 32 33 34]
 [13 21 22 ... 33 34 34]
 [ 9 15 16 ... 23 22 22]]"
312,7287,0.039807327,Lung_Opacity-2620.png,"[[1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 ...
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]
 [1 1 1 ... 1 1 1]]"
313,4821,0.039804813,COVID-1235.png,"[[100  64  45 ...  51  52  53]
 [ 73  37  18 ...  20  20  21]
 [ 56  22   4 ...   2   2   3]
 ...
 [254 255 253 ... 254 254 254]
 [255 255 255 ... 255 255 255]
 [255 254 254 ... 254 254 254]]"
314,8595,0.03978341,Lung_Opacity-380.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
315,6578,0.039736357,Lung_Opacity-3054.png,"[[ 96  75  23 ...  10  10   9]
 [ 48  29  14 ...  11  12  10]
 [ 12  11  11 ...  11  11  10]
 ...
 [ 34  67  64 ... 165 156 134]
 [ 32  61  58 ... 155 146 127]
 [ 27  51  48 ... 129 120 104]]"
316,4509,0.03972888,COVID-1533.png,"[[135 132 134 ... 138 139 146]
 [140 135 134 ... 134 132 132]
 [146 141 138 ... 138 137 135]
 ...
 [160 156 155 ... 182 176 167]
 [157 160 157 ... 182 176 168]
 [149 158 163 ... 183 176 168]]"
317,5573,0.039701443,COVID-2358.png,"[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 ...
 [  0   0   0 ... 117 113  18]
 [  0   0   0 ... 122 123  19]
 [  0   0   0 ... 127 129  19]]"
318,834,0.03967866,Normal-9346.png,"[[ 0  0  0 ...  5  6  4]
 [ 0  0  0 ... 10 11  8]
 [ 0  0  0 ... 11 12  9]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
319,394,0.039632466,Normal-6172.png,"[[22 25 24 ...  0  0  0]
 [23 27 28 ...  0  0  0]
 [23 26 27 ...  0  0  0]
 ...
 [53 48 43 ...  0  0  0]
 [50 47 42 ...  0  0  0]
 [43 42 39 ...  0  0  0]]"
320,3110,0.039624605,COVID-2687.png,"[[215 208 206 ... 232 233 236]
 [209 202 200 ... 229 231 234]
 [207 201 197 ... 228 230 233]
 ...
 [187 183 183 ... 255 255 255]
 [190 187 186 ... 255 255 255]
 [190 188 190 ... 255 255 255]]"
321,5269,0.03958904,COVID-1434.png,"[[0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 ...
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]]"
322,439,0.0395823,Normal-1359.png,"[[74 69 64 ... 18  9  0]
 [76 68 64 ... 13  3  0]
 [78 70 65 ...  5  0  0]
 ...
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]]"
323,7987,0.0395551,Lung_Opacity-2076.png,"[[ 0  0  0 ...  6  6  6]
 [ 0  0  0 ...  7  7  7]
 [ 0  0  0 ...  7  7  7]
 ...
 [ 0  0  0 ... 42 57 80]
 [ 0  0  0 ... 43 64 79]
 [ 0  0  0 ... 31 43 48]]"
324,8682,0.039518002,Lung_Opacity-5504.png,"[[  0   0   0 ...   0   0   0]
 [  0   0   0 ...   0   0   0]
 [  8   8   3 ...   0   0   0]
 ...
 [ 33  34  33 ...  88  36  19]
 [ 34  34  35 ... 119  77  26]
 [ 22  23  24 ...  72  74  38]]"
325,1543,0.039503623,Normal-3971.png,"[[ 7  5  5 ...  6  7  8]
 [ 6  5  5 ...  4  5  4]
 [ 6  5  5 ...  4  4  3]
 ...
 [ 7  6  5 ...  3  7  8]
 [ 9  8  7 ...  4  9 10]
 [14 12 11 ...  7 12 13]]"
