,selected_image_indices,value,selected_image_names,selected_images,selected_image_classes
35,867,0.065751344,1e7ccd4a1c87.png,"[[[5 3 7]
  [4 4 7]
  [5 4 6]
  ...
  [5 3 6]
  [5 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 5 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 ...

 [[4 4 7]
  [4 4 7]
  [4 4 7]
  ...
  [4 4 7]
  [4 4 7]
  [5 4 6]]

 [[4 4 7]
  [4 4 7]
  [4 4 6]
  ...
  [4 5 7]
  [4 4 7]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 7]
  ...
  [5 4 7]
  [5 4 6]
  [4 3 7]]]",Normal
36,3650,0.064913735,51da6aebba8f.png,"[[[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 7]
  [4 3 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 3 6]]

 ...

 [[4 4 6]
  [4 4 6]
  [4 3 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 7]
  ...
  [4 4 7]
  [4 4 6]
  [4 4 7]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 3 6]]]",Severe
37,2302,0.06399495,417f408ee8e0.png,"[[[5 3 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[5 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 7]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 7]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 ...

 [[4 4 6]
  [4 4 7]
  [4 4 7]
  ...
  [4 4 6]
  [5 4 7]
  [4 4 6]]

 [[5 4 6]
  [4 4 7]
  [5 4 6]
  ...
  [4 4 7]
  [5 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 7]
  [4 4 6]
  [4 4 6]]]",Mild
38,458,0.06337265,3ca8be3b40d6.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
39,1447,0.062915064,f233638e0e90.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
40,3425,0.06227943,4a693dd3921a.png,"[[[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 3 6]]

 ...

 [[4 4 6]
  [5 4 7]
  [5 4 6]
  ...
  [5 4 6]
  [4 4 6]
  [5 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 7]
  [5 3 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]]",Severe
41,2264,0.061608505,698d6e422a80.png,"[[[1 0 0]
  [2 1 0]
  [1 0 0]
  ...
  [2 1 0]
  [1 1 0]
  [0 0 0]]

 [[0 0 0]
  [1 1 0]
  [1 1 0]
  ...
  [2 1 0]
  [1 1 0]
  [1 1 0]]

 [[1 1 0]
  [0 0 0]
  [1 1 0]
  ...
  [1 0 0]
  [1 0 0]
  [1 1 0]]

 ...

 [[1 0 3]
  [0 0 1]
  [0 0 0]
  ...
  [0 1 0]
  [0 0 1]
  [0 0 0]]

 [[2 0 4]
  [0 1 0]
  [0 1 0]
  ...
  [0 0 1]
  [0 0 4]
  [1 0 0]]

 [[2 0 3]
  [0 1 0]
  [0 1 0]
  ...
  [0 1 2]
  [0 0 7]
  [2 0 0]]]",Mild
42,1075,0.060812946,c06024f05a16.png,"[[[1 1 0]
  [1 1 0]
  [1 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [2 1 0]]

 [[1 1 0]
  [1 1 0]
  [1 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [2 1 0]]

 [[1 1 0]
  [1 1 0]
  [1 1 0]
  ...
  [2 1 0]
  [3 2 0]
  [3 2 1]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [1 1 1]]]",Normal
43,3189,0.060050186,810d3779abd9.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[2 0 0]
  [0 0 0]
  [0 0 2]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[2 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 1 0]
  [0 0 0]
  [1 0 0]]

 [[1 0 3]
  [0 0 0]
  [1 1 0]
  ...
  [0 1 0]
  [0 0 0]
  [3 0 0]]]",Severe
44,350,0.05933019,1e742358e0b9.png,"[[[ 4  5  9]
  [ 4  5  9]
  [ 4  5  9]
  ...
  [ 4  5  9]
  [ 4  4  8]
  [ 4  5  8]]

 [[ 4  5  8]
  [ 4  5  9]
  [ 4  5  9]
  ...
  [ 4  5  9]
  [ 4  5  9]
  [ 4  4  9]]

 [[ 5  5 10]
  [ 4  5 10]
  [ 5  5  9]
  ...
  [ 4  5 10]
  [ 4  4  9]
  [ 4  5  9]]

 ...

 [[ 5  5 10]
  [ 5  5  9]
  [ 5  4  9]
  ...
  [ 4  5  9]
  [ 5  5  9]
  [ 4  5  8]]

 [[ 5  4 10]
  [ 5  5 10]
  [ 5  5  9]
  ...
  [ 4  5 10]
  [ 5  5 10]
  [ 4  4  8]]

 [[ 5  4  9]
  [ 4  5  9]
  [ 4  5 10]
  ...
  [ 4  5 10]
  [ 5  5 11]
  [ 4  5  8]]]",Normal
45,532,0.05876856,a07d9a5045cb.png,"[[[2 1 0]
  [2 1 0]
  [3 2 0]
  ...
  [1 1 1]
  [1 1 1]
  [2 2 2]]

 [[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 [[2 1 0]
  [2 1 0]
  [3 2 0]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
46,3487,0.0584426,8b76c3c5cb3e.png,"[[[11  9 14]
  [12 10 14]
  [11 10 14]
  ...
  [11  9 14]
  [11 10 15]
  [11  9 14]]

 [[11  9 14]
  [11  9 14]
  [11  9 14]
  ...
  [11  9 15]
  [11  9 15]
  [11  9 14]]

 [[11  9 15]
  [11 10 15]
  [11 10 15]
  ...
  [11  9 15]
  [12  9 14]
  [11  9 15]]

 ...

 [[11  8 14]
  [11  9 14]
  [11  9 14]
  ...
  [10  9 15]
  [11  9 15]
  [11  9 14]]

 [[10  9 14]
  [11  9 14]
  [11  9 14]
  ...
  [10  9 15]
  [11  9 14]
  [11  9 14]]

 [[10  8 14]
  [10  8 14]
  [11  9 14]
  ...
  [11  9 15]
  [11  9 15]
  [11  9 15]]]",Severe
47,3566,0.05787553,d10ef306996b.png,"[[[2 0 1]
  [3 1 2]
  [2 0 1]
  ...
  [1 1 1]
  [3 2 2]
  [3 1 2]]

 [[2 0 1]
  [3 1 2]
  [3 1 2]
  ...
  [2 2 2]
  [2 2 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 ...

 [[2 2 2]
  [3 1 2]
  [2 0 1]
  ...
  [1 1 1]
  [2 2 2]
  [1 1 1]]

 [[2 2 2]
  [2 0 1]
  [2 0 1]
  ...
  [1 1 1]
  [2 2 2]
  [1 1 1]]

 [[3 1 2]
  [2 1 1]
  [1 1 1]
  ...
  [2 2 2]
  [3 2 2]
  [2 0 1]]]",Severe
48,2975,0.057598263,f18abfa690ab.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 2 0]
  [2 0 3]
  [4 0 0]
  ...
  [1 0 1]
  [0 2 0]
  [0 1 0]]

 [[0 2 0]
  [3 0 5]
  [2 0 1]
  ...
  [0 1 0]
  [0 0 0]
  [0 0 3]]

 [[2 0 0]
  [2 0 7]
  [0 2 2]
  ...
  [0 3 0]
  [3 0 1]
  [2 0 4]]]",Mild
49,882,0.057149906,da2bdf4236ac.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
50,3077,0.0565402,d3de0d313d61.png,"[[[13  8 14]
  [13  8 13]
  [13  8 14]
  ...
  [13  8 14]
  [13  8 14]
  [13  8 14]]

 [[11  9 14]
  [11  8 14]
  [13  8 14]
  ...
  [13  8 14]
  [12  8 14]
  [11  9 14]]

 [[12  9 13]
  [12  8 14]
  [13  8 14]
  ...
  [13  8 14]
  [13  8 14]
  [12  8 14]]

 ...

 [[12  8 13]
  [13  8 14]
  [13  8 14]
  ...
  [11  9 14]
  [11  9 14]
  [11  8 13]]

 [[10  8 13]
  [10  8 13]
  [11  9 14]
  ...
  [12  9 14]
  [12  8 14]
  [11  8 13]]

 [[11  8 14]
  [11  8 13]
  [12  8 13]
  ...
  [13  8 14]
  [12  8 14]
  [12  8 13]]]",Mild
51,3525,0.056334887,7b211d8bd249.png,"[[[2 0 2]
  [2 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [4 1 3]]

 [[3 0 2]
  [2 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [3 0 2]]

 [[3 0 2]
  [2 0 2]
  [3 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [2 0 2]]

 ...

 [[2 0 2]
  [2 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [2 0 2]]

 [[2 0 2]
  [2 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [2 0 2]]

 [[2 0 2]
  [2 0 2]
  [3 0 3]
  ...
  [3 0 3]
  [2 0 2]
  [2 0 2]]]",Severe
52,1932,0.055539947,291e2ff3d834.png,"[[[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 ...

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]]",Mild
53,1039,0.055145074,0c43c79e8cfb.png,"[[[4 4 6]
  [4 4 7]
  [4 5 7]
  ...
  [4 4 7]
  [4 3 6]
  [4 4 6]]

 [[4 4 7]
  [4 4 7]
  [5 4 7]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 7]]

 [[4 4 6]
  [5 5 7]
  [4 4 7]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 ...

 [[5 5 7]
  [4 5 6]
  [5 5 6]
  ...
  [4 4 7]
  [4 4 6]
  [4 4 6]]

 [[4 4 7]
  [4 4 6]
  [5 4 7]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 7]
  [4 4 6]
  [4 4 7]
  ...
  [4 4 6]
  [4 4 7]
  [4 4 6]]]",Normal
54,3236,0.05468119,a81b06f50612.png,"[[[2 0 1]
  [2 2 2]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[3 1 2]
  [2 1 1]
  [2 2 2]
  ...
  [2 2 2]
  [1 1 1]
  [2 2 2]]

 [[2 2 2]
  [3 1 2]
  [1 2 1]
  ...
  [2 2 2]
  [1 1 1]
  [0 0 0]]

 ...

 [[2 2 2]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Severe
55,537,0.054350425,96793edb1003.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
56,552,0.053847745,bde1063a5dd7.png,"[[[11  9 14]
  [11  9 15]
  [11  9 14]
  ...
  [10  9 14]
  [11  9 14]
  [10  8 13]]

 [[10  9 14]
  [10  9 14]
  [11  9 14]
  ...
  [11  9 14]
  [11  9 15]
  [10  9 14]]

 [[10  9 14]
  [10  9 14]
  [10 10 15]
  ...
  [11  9 15]
  [11  9 14]
  [10  9 14]]

 ...

 [[10  9 14]
  [11 10 14]
  [11 10 15]
  ...
  [11  9 15]
  [11  9 14]
  [10  9 14]]

 [[11  9 15]
  [10  9 15]
  [10  9 15]
  ...
  [10  9 14]
  [10  9 14]
  [10  9 14]]

 [[10  9 15]
  [10  9 15]
  [11  9 14]
  ...
  [10  9 15]
  [10  9 14]
  [10  9 15]]]",Normal
57,3637,0.05358546,0e0fc1d9810c.png,"[[[2 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 0 1]
  [2 1 2]
  [1 1 1]]

 [[2 1 1]
  [2 0 1]
  [2 1 2]
  ...
  [3 1 2]
  [2 1 2]
  [2 1 1]]

 [[3 0 2]
  [2 1 1]
  [1 1 1]
  ...
  [2 0 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[2 2 2]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[2 2 2]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Severe
58,2134,0.053288434,1dbdc32c17db.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[1 0 0]
  [0 1 0]
  [1 0 0]
  ...
  [0 0 2]
  [0 1 0]
  [0 1 0]]

 [[0 0 2]
  [1 0 0]
  [2 0 0]
  ...
  [0 1 0]
  [0 1 0]
  [0 0 3]]

 [[1 0 4]
  [4 0 0]
  [0 1 0]
  ...
  [0 2 0]
  [0 1 0]
  [2 0 6]]]",Mild
59,571,0.053009637,e251bdf05b85.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
60,2631,0.05275884,9041eb43456e.png,"[[[3 1 2]
  [3 1 3]
  [3 1 4]
  ...
  [3 1 2]
  [3 1 2]
  [2 0 1]]

 [[3 1 2]
  [3 1 3]
  [3 1 4]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 3]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 ...

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 1 2]
  [1 1 1]]

 [[3 1 2]
  [3 1 2]
  [2 0 1]
  ...
  [3 1 2]
  [3 1 2]
  [1 1 1]]

 [[2 2 2]
  [3 2 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [2 0 1]]]",Mild
61,2691,0.05221524,441affbe99aa.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 1 0]
  [0 0 0]
  [1 0 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 3]
  [0 1 0]
  [0 1 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 5]
  [0 1 0]
  [0 1 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 1 0]]]",Mild
62,1516,0.05208249,0d9a9896f801.png,"[[[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [1 1 0]
  [1 1 0]
  [1 1 0]]

 [[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [1 1 0]
  [1 1 0]
  [1 1 0]]

 [[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [1 1 0]
  [1 1 0]
  [2 2 0]]

 ...

 [[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
63,321,0.051696856,0773a1c326ad.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
64,3188,0.0514267,4c60b10a3a6a.png,"[[[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 3 6]]

 ...

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 3 7]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 7]
  [4 4 7]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]]",Severe
65,3573,0.051138904,d2c2f02bb313.png,"[[[3 1 2]
  [3 1 2]
  [2 2 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [2 2 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 2 2]
  [2 2 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 ...

 [[3 1 2]
  [3 1 2]
  [2 2 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [2 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 0 1]
  ...
  [2 0 1]
  [3 1 2]
  [3 1 2]]]",Severe
66,511,0.050942477,4554062fa836.png,"[[[10  7 13]
  [10  8 14]
  [10  8 14]
  ...
  [11  9 15]
  [10  9 15]
  [10  9 14]]

 [[ 9  8 13]
  [10  9 14]
  [10  8 14]
  ...
  [10  9 14]
  [10  9 15]
  [10  9 14]]

 [[ 9  8 13]
  [10  8 13]
  [10  8 14]
  ...
  [10  9 15]
  [10  9 15]
  [10  9 14]]

 ...

 [[10  8 14]
  [10  8 14]
  [10  8 14]
  ...
  [10  9 15]
  [10  9 14]
  [10  9 15]]

 [[10  8 14]
  [10  8 14]
  [10  8 14]
  ...
  [10  9 14]
  [10  9 14]
  [10  9 15]]

 [[ 9  8 13]
  [ 9  8 14]
  [10  8 14]
  ...
  [10  9 14]
  [10  9 14]
  [10  9 15]]]",Normal
67,178,0.050589014,fce73678f650.png,"[[[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 2 2]
  [1 1 1]
  [1 1 1]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [0 0 0]
  [1 1 1]
  [2 2 2]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 ...

 [[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 1]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [1 1 4]]]",Normal
68,3639,0.05027296,269b44e628eb.png,"[[[5 4 6]
  [5 4 6]
  [5 5 6]
  ...
  [5 5 6]
  [5 5 6]
  [5 5 5]]

 [[5 4 6]
  [5 4 6]
  [5 5 6]
  ...
  [5 5 6]
  [5 5 6]
  [5 5 6]]

 [[5 4 5]
  [5 4 6]
  [5 5 6]
  ...
  [6 5 7]
  [5 5 7]
  [5 5 7]]

 ...

 [[5 5 7]
  [5 5 7]
  [5 5 7]
  ...
  [6 6 7]
  [6 6 7]
  [6 5 7]]

 [[5 5 7]
  [5 5 7]
  [5 5 7]
  ...
  [5 6 7]
  [6 6 7]
  [6 6 7]]

 [[5 5 6]
  [5 5 7]
  [5 5 7]
  ...
  [5 6 7]
  [6 6 7]
  [5 6 7]]]",Severe
69,464,0.050135568,a26f50218b84.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
